,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5
16933,14.034,48.25,1136,400,12895,19446,938.774,1.59,1.65,10.92,1.703,0.038
10085,-2.355,56.6,929,731,12771,19512,939.164,2.32,2.42,16.0,2.495,0.056
5843,-8.941,49.57,0,400,13281,20279,939.686,2.3,2.39,15.82,2.468,0.056
25729,12.29,56.79,6,400,12917,19860,939.745,0.29,0.3,1.99,0.31,0.007
9985,-2.982,53.25,758,714,12770,19536,939.136,2.55,2.65,17.55,2.736,0.062
24781,9.531,54.44,1224,400,13005,19417,938.836,1.76,1.83,12.12,1.89,0.043
20524,10.378,50.63,1040,400,13001,19470,938.759,1.92,1.99,13.22,2.061,0.047
43476,26.02,53.11,1166,400,12922,19438,938.732,1.68,1.74,11.55,1.801,0.041
12141,17.868,47.28,1055,581,12819,19460,939.014,1.7,1.77,11.72,1.827,0.041
33540,20.34,53.93,337,400,13105,19936,939.33,0.28,0.29,1.94,0.302,0.007
25607,11.95,56.36,0,400,12854,19822,939.844,0.13,0.14,0.92,0.143,0.003
42181,27.11,47.33,1141,400,12899,19444,938.764,1.61,1.68,11.11,1.732,0.039
34135,18.36,57.75,361,400,13056,19887,939.279,0.49,0.51,3.35,0.522,0.012
53236,27.05,42.31,144,433,12768,20569,937.338,1.88,1.96,12.97,2.023,0.046
33802,18.44,56.79,358,400,13069,19907,939.295,0.33,0.34,2.24,0.349,0.008
12542,20.134,52.58,1048,541,12837,19469,938.959,1.94,2.02,13.35,2.082,0.047
59613,15.578,45.24,153,407,12787,20568,937.349,2.27,2.35,15.6,2.432,0.055
28118,19.89,51.89,160,400,13161,20012,939.633,0.93,0.96,6.37,0.994,0.022
28153,19.33,47.77,200,400,13135,19967,939.646,0.76,0.79,5.22,0.813,0.018
30330,19.64,54.97,22,400,13257,20220,939.709,2.29,2.38,15.78,2.461,0.056
42259,24.72,52.87,1197,406,12895,19433,938.784,1.52,1.58,10.47,1.633,0.037
26894,19.05,48.13,61,400,13130,19989,939.637,0.63,0.65,4.33,0.675,0.015
38857,26.25,51.66,1076,481,12862,19468,938.912,2.13,2.21,14.67,2.287,0.052
48987,24.38,54.08,1348,405,12980,19383,938.744,1.61,1.68,11.1,1.731,0.039
46629,25.06,50.56,1352,408,12955,19389,938.709,2.4,2.49,16.51,2.574,0.058
50504,38.64,15.09,3382,30506,11421,18728,930.888,1.18,1.22,8.1,1.263,0.029
40103,24.61,53.07,1099,430,12870,19455,938.827,1.65,1.71,11.32,1.766,0.04
31294,20.29,55.79,155,400,13184,20108,939.662,0.74,0.77,5.07,0.791,0.018
30361,22.24,48.43,8,400,13260,20227,939.723,2.47,2.56,16.98,2.648,0.06
14832,13.793,48.16,1138,448,12860,19445,938.849,1.88,1.95,12.93,2.016,0.046
11753,14.483,53.25,1109,616,12812,19461,939.089,1.98,2.06,13.66,2.13,0.048
11852,15.432,47.71,1176,629,12795,19437,939.046,2.21,2.29,15.18,2.367,0.053
15102,12.89,52.27,1124,441,12872,19446,938.85,1.63,1.69,11.19,1.745,0.039
8886,-5.171,52.49,350,400,13075,19911,939.25,0.3,0.31,2.03,0.317,0.007
1126,27.075,55.88,15,400,13052,19937,939.753,0.38,0.4,2.65,0.412,0.009
30277,21.49,53.0,5,400,13264,20228,939.715,2.17,2.26,14.96,2.333,0.053
23215,-21.939,54.05,1350,408,12972,19387,938.711,1.89,1.96,13.01,2.029,0.046
9447,-4.946,59.09,624,522,12882,19638,939.186,2.66,2.77,18.32,2.857,0.065
50844,36.42,15.31,75,1469,12809,20520,930.869,0.99,1.03,6.8,1.06,0.024
32135,20.3,54.56,216,400,13142,20036,939.539,0.54,0.56,3.73,0.581,0.013
26510,15.58,54.66,11,400,13105,20011,939.667,0.48,0.5,3.31,0.516,0.012
17616,16.637,50.85,1168,403,12898,19441,938.729,1.62,1.68,11.14,1.737,0.039
11742,14.375,52.29,1103,609,12808,19452,939.065,2.11,2.19,14.51,2.262,0.051
40796,27.08,47.43,1151,413,12879,19443,938.808,1.74,1.81,12.0,1.871,0.042
22130,-14.742,53.68,1369,406,12966,19396,938.727,1.81,1.88,12.47,1.944,0.044
59619,15.817,43.36,152,415,12778,20562,937.322,2.17,2.26,14.94,2.33,0.053
39947,26.77,48.17,1076,433,12874,19462,938.821,1.56,1.62,10.74,1.675,0.038
49081,27.01,46.81,1145,400,13040,19441,938.772,2.24,2.33,15.45,2.409,0.054
2210,20.606,47.11,17,400,13189,20108,939.594,0.78,0.81,5.36,0.835,0.019
29360,20.06,53.12,115,400,13219,20107,939.644,2.2,2.29,15.14,2.361,0.053
26138,16.27,51.81,12,400,13068,19957,939.742,0.37,0.39,2.55,0.398,0.009
60574,12.123,40.66,0,400,13412,21255,937.465,1.85,1.92,12.72,1.983,0.045
12208,18.347,46.96,1048,576,12824,19475,939.016,2.47,2.57,17.0,2.651,0.06
40417,26.22,51.87,1140,419,12874,19444,938.833,1.66,1.72,11.41,1.779,0.04
25311,11.67,52.85,27,400,12659,19704,939.787,0.05,0.07,0.29,0.079,0.022
32249,19.61,56.77,244,400,13139,20015,939.508,0.43,0.45,2.95,0.46,0.01
5792,-9.03,50.33,33,400,13246,20217,939.692,2.48,2.58,17.08,2.663,0.06
32883,20.84,50.26,301,400,13113,19961,939.415,0.37,0.38,2.52,0.393,0.009
45507,24.48,53.17,1207,400,12971,19429,938.756,2.18,2.26,15.0,2.34,0.053
26633,15.86,55.16,40,400,13122,20002,939.612,0.63,0.66,4.36,0.68,0.015
15121,12.838,53.64,979,408,12878,19483,938.821,1.86,1.93,12.79,1.995,0.045
55051,24.57,50.08,512,892,12547,20643,937.006,1.68,1.74,11.53,1.798,0.041
1322,26.668,49.13,0,400,13100,19992,939.715,0.48,0.5,3.33,0.519,0.012
25492,11.74,55.23,21,400,12779,19773,939.835,0.24,0.25,1.67,0.261,0.006
11812,15.055,53.15,1078,605,12812,19468,939.07,2.13,2.21,14.64,2.283,0.052
9391,-5.036,59.07,615,553,12864,19634,939.187,2.39,2.49,16.48,2.57,0.058
4172,-2.258,47.17,98,400,13244,20123,939.611,2.19,2.27,15.05,2.347,0.053
15528,12.114,53.0,1163,438,12867,19431,938.826,1.77,1.84,12.19,1.901,0.043
23686,-18.944,53.45,1373,417,12973,19386,938.689,1.83,1.91,12.62,1.969,0.044
31442,21.63,48.93,184,400,13161,20082,939.641,1.03,1.07,7.11,1.109,0.025
60856,15.256,73.08,1281,400,13336,20294,937.1,0.85,0.88,5.85,0.912,0.021
61475,16.897,19.39,41766,780,12613,18602,936.881,0.98,1.02,6.72,1.049,0.024
32858,18.3,56.46,305,400,13115,19963,939.395,0.28,0.29,1.93,0.3,0.007
24808,10.69,47.83,1343,422,12986,19394,938.851,2.24,2.33,15.44,2.407,0.054
16430,12.693,53.21,1132,400,12885,19448,938.743,1.56,1.62,10.7,1.669,0.038
3467,5.783,59.07,306,400,13121,19903,939.701,1.18,1.23,8.15,1.27,0.029
19270,20.549,48.94,1117,400,12928,19439,938.703,1.43,1.48,9.83,1.532,0.035
48524,26.61,49.09,1394,400,12975,19384,938.7,1.64,1.7,11.25,1.755,0.04
16144,12.224,51.24,1159,400,12887,19442,938.768,1.8,1.87,12.4,1.933,0.044
50188,28.12,32.8,297,1543,12901,19706,931.115,2023.6,2102.45,13927.62,2171.853,49.055
902,27.021,55.95,10,400,13003,19919,939.756,0.17,0.18,1.16,0.181,0.004
27054,16.89,53.96,35,400,13131,20015,939.65,0.6,0.62,4.11,0.64,0.014
10583,1.867,51.81,919,662,12798,19501,939.093,2.37,2.47,16.33,2.547,0.058
36172,25.71,52.47,984,622,12809,19485,939.073,2.35,2.45,16.2,2.526,0.057
23287,-21.774,50.11,1381,408,12976,19383,938.702,1.68,1.74,11.56,1.802,0.041
21894,-11.458,53.86,1354,406,12955,19388,938.731,1.87,1.94,12.85,2.004,0.045
9093,-5.242,58.23,357,400,13063,19911,939.275,0.59,0.61,4.06,0.633,0.014
50812,37.68,15.2,550,5007,12219,20030,930.888,1.99,2.06,13.67,2.132,0.048
51637,26.51,46.16,58,400,12828,20704,937.544,1.83,1.9,12.59,1.963,0.044
56802,48.45,14.81,896,400,13696,20441,936.68,0.62,0.64,4.25,0.663,0.015
1430,26.277,49.66,8,400,13104,20006,939.682,0.64,0.66,4.37,0.682,0.015
24056,-13.044,53.77,1343,400,13005,19395,938.748,2.07,2.15,14.27,2.226,0.05
51351,29.18,41.16,78,426,12841,20701,937.561,2.19,2.28,15.08,2.351,0.053
6468,-7.147,55.18,195,400,13153,20075,939.619,0.81,0.85,5.6,0.874,0.02
29149,22.17,48.46,127,400,13217,20079,939.649,1.76,1.83,12.15,1.894,0.043
41333,26.98,47.64,1124,400,12884,19449,938.759,2.0,2.08,13.78,2.149,0.049
34538,20.78,62.27,698,804,12730,19561,939.152,2.35,2.44,16.17,2.521,0.057
46483,26.57,49.23,1318,400,12957,19403,938.723,1.91,1.99,13.15,2.051,0.046
10115,-2.151,51.12,900,719,12767,19502,939.121,2.32,2.41,15.93,2.485,0.056
48071,24.89,51.65,1394,418,12963,19379,938.71,1.86,1.93,12.8,1.995,0.045
54945,25.79,44.47,0,400,13503,21355,937.398,1.81,1.88,12.43,1.938,0.044
13676,19.182,53.21,1118,508,12848,19451,938.865,2.13,2.21,14.66,2.286,0.052
44392,26.91,48.0,1197,400,12926,19437,938.686,1.92,1.99,13.19,2.057,0.046
9626,-4.529,57.46,716,710,12779,19550,939.153,2.9,3.02,19.98,3.115,0.07
45479,26.99,47.24,1186,400,12960,19427,938.759,2.02,2.1,13.93,2.173,0.049
59535,12.169,48.28,153,431,12776,20575,937.365,1.78,1.85,12.27,1.913,0.043
36430,25.05,48.82,1065,637,12796,19458,939.086,2.11,2.19,14.49,2.259,0.051
33378,20.56,52.17,321,400,13107,19948,939.367,0.24,0.24,1.62,0.253,0.006
59075,-4.787,43.6,127,400,12793,20590,937.33,1.69,1.75,11.62,1.812,0.041
40519,24.71,52.73,1178,436,12869,19435,938.816,1.94,2.01,13.33,2.078,0.047
11275,9.389,52.88,1038,636,12806,19472,939.055,2.08,2.16,14.34,2.236,0.05
49340,24.52,53.17,1287,400,12994,19414,938.783,1.71,1.78,11.78,1.837,0.042
9430,-4.976,64.34,650,561,12857,19606,939.206,2.84,2.95,19.53,3.045,0.069
49488,26.65,48.63,1306,400,12992,19406,938.799,1.91,1.98,13.14,2.049,0.046
457,25.039,57.22,0,400,12759,19771,939.833,0.28,0.32,1.8,0.342,0.044
30275,21.2,54.55,0,400,13268,20240,939.704,2.18,2.26,14.98,2.336,0.053
4836,-7.547,50.66,43,400,13239,20165,939.67,2.28,2.37,15.68,2.444,0.055
41947,25.35,48.85,1191,418,12881,19427,938.768,1.59,1.66,10.97,1.71,0.039
16700,13.339,47.61,1094,400,12896,19464,938.76,2.05,2.13,14.11,2.2,0.05
27119,19.07,51.7,0,400,13174,20080,939.649,0.96,1.0,6.63,1.035,0.023
14529,15.116,48.63,1141,472,12862,19446,938.902,1.92,1.99,13.19,2.057,0.046
43009,26.87,48.08,1187,406,12904,19436,938.702,1.64,1.71,11.31,1.764,0.04
62375,-16.152,11.92,2653,400,13541,20002,936.688,0.67,0.7,4.62,0.721,0.016
57242,25.718,42.4,64,415,12827,20709,937.582,2.35,2.44,16.16,2.519,0.057
697,26.436,51.72,15,400,12908,19852,939.786,0.12,0.13,0.83,0.129,0.003
4879,-7.775,48.98,15,400,13247,20188,939.693,2.32,2.41,15.95,2.488,0.056
45721,27.02,46.71,1126,400,12995,19450,938.696,2.56,2.66,17.61,2.746,0.062
34475,20.58,62.76,646,652,12810,19604,939.197,2.41,2.5,16.59,2.587,0.058
14700,14.338,53.5,1189,465,12857,19435,938.888,1.55,1.61,10.63,1.658,0.037
52889,26.1,46.99,102,404,12779,20620,937.39,1.72,1.79,11.83,1.844,0.042
41225,25.96,47.18,1186,429,12871,19431,938.77,1.75,1.82,12.03,1.876,0.042
56042,47.32,27.7,60000,5400,11597,17027,936.874,716.96,744.89,4934.54,769.482,17.38
27662,20.58,47.12,87,400,13189,20091,939.663,1.0,1.04,6.87,1.071,0.024
28462,20.05,59.23,319,400,13121,19908,939.703,1.21,1.25,8.29,1.293,0.029
2984,11.796,49.86,180,400,13143,19999,939.646,0.92,0.95,6.32,0.986,0.022
58865,-4.907,45.62,128,418,12777,20590,937.362,2.02,2.09,13.87,2.163,0.049
36002,26.16,49.01,1013,651,12805,19479,939.078,2.24,2.32,15.4,2.401,0.054
9634,-4.505,55.84,766,735,12762,19540,939.141,2.74,2.85,18.86,2.942,0.066
30467,21.94,49.52,28,400,13246,20204,939.729,2.07,2.15,14.22,2.218,0.05
49809,24.99,50.86,1356,426,12982,19383,938.853,2.24,2.33,15.42,2.405,0.054
7173,-4.837,53.23,253,400,13122,20009,939.514,0.59,0.61,4.06,0.633,0.014
62242,-21.704,12.13,30208,400,12902,18837,936.711,9.53,9.96,65.41,10.295,0.289
7091,-5.058,50.82,227,400,13138,20040,939.581,0.37,0.39,2.56,0.399,0.009
53258,25.79,47.97,129,413,12786,20590,937.348,1.73,1.8,11.93,1.861,0.042
38117,24.78,52.12,1153,542,12837,19443,938.925,2.01,2.09,13.82,2.155,0.049
2233,20.377,54.01,0,400,13207,20128,939.602,0.84,0.87,5.79,0.902,0.02
32935,20.78,50.5,299,400,13119,19963,939.417,0.23,0.24,1.56,0.243,0.005
53975,25.88,48.68,181,437,12769,20541,937.421,1.2,1.25,8.26,1.287,0.029
11744,14.394,52.56,1090,615,12808,19456,939.077,2.12,2.2,14.58,2.274,0.051
51512,26.75,45.61,40,400,12838,20735,937.541,2.48,2.58,17.09,2.665,0.06
50995,35.58,15.89,0,744,13167,20808,930.918,1.22,1.27,8.42,1.313,0.03
21227,-0.747,53.23,1415,418,12944,19386,938.709,2.03,2.11,14.0,2.183,0.049
31994,18.85,54.71,238,400,13130,20033,939.593,0.46,0.48,3.18,0.496,0.011
42739,24.71,52.87,1128,401,12905,19448,938.707,1.61,1.67,11.05,1.723,0.039
13802,18.645,52.65,1019,474,12861,19471,938.904,2.07,2.15,14.24,2.221,0.05
42697,26.19,52.19,1084,400,12923,19466,938.719,1.8,1.87,12.41,1.936,0.044
17534,16.29,48.19,1149,407,12902,19441,938.758,1.47,1.53,10.12,1.578,0.036
52362,25.98,47.45,67,400,12788,20663,937.485,1.8,1.87,12.36,1.927,0.044
46923,27.04,47.6,1321,405,12968,19394,938.725,1.96,2.03,13.47,2.1,0.047
29618,21.56,52.82,3,400,13274,20199,939.641,2.46,2.56,16.95,2.643,0.06
9672,-4.387,61.1,883,954,12640,19508,939.123,2.51,2.6,17.25,2.691,0.061
48501,24.55,53.52,1398,409,12972,19381,938.696,1.6,1.66,11.01,1.718,0.039
40182,26.61,48.97,1065,424,12876,19458,938.798,2.07,2.15,14.21,2.217,0.05
58288,-8.329,47.66,76,400,12790,20644,937.466,1.81,1.88,12.47,1.944,0.044
40259,27.11,47.16,1141,425,12871,19446,938.828,1.62,1.68,11.14,1.737,0.039
61888,-9.56,25.27,60000,13794,11191,16356,936.847,8117.86,9452.28,53313.88,9930.211,1185.059
31908,21.04,50.43,218,400,13145,20047,939.59,0.38,0.4,2.65,0.413,0.009
42183,27.12,47.27,1163,402,12894,19443,938.763,1.53,1.59,10.54,1.643,0.037
10660,2.645,48.74,952,664,12792,19494,939.093,2.13,2.21,14.63,2.282,0.052
35830,26.25,48.53,990,657,12795,19484,939.072,2.26,2.35,15.58,2.43,0.055
56885,44.28,16.52,643,400,13696,20543,936.676,0.57,0.59,3.9,0.607,0.014
59152,-3.633,41.54,112,400,12800,20611,937.323,1.7,1.76,11.67,1.821,0.041
25295,13.8,50.4,3,400,12668,19726,939.793,0.06,0.09,0.35,0.102,0.03
15602,12.055,52.89,1122,405,12885,19455,938.829,1.72,1.79,11.84,1.846,0.042
47724,24.49,53.64,1360,413,12963,19394,938.752,2.13,2.22,14.69,2.29,0.052
17549,16.353,47.31,1161,402,12893,19441,938.732,1.34,1.39,9.23,1.44,0.033
5070,-8.587,48.19,43,400,13245,20179,939.673,2.31,2.4,15.89,2.478,0.056
1302,26.728,52.56,0,400,13095,19974,939.72,0.41,0.42,2.8,0.436,0.01
49907,26.64,48.87,1256,400,12996,19412,938.843,1.72,1.78,11.81,1.842,0.042
18054,18.489,53.55,1178,412,12904,19436,938.703,1.81,1.88,12.48,1.946,0.044
61955,-13.808,20.45,60000,12214,11269,16163,936.856,7007.0,9770.65,41968.52,10499.059,2587.496
24358,-5.548,53.97,1287,402,12995,19403,938.791,1.83,1.9,12.58,1.961,0.044
53071,25.98,47.34,128,408,12777,20593,937.36,1.78,1.85,12.26,1.912,0.043
5847,-8.934,49.34,0,400,13275,20272,939.689,2.6,2.7,17.9,2.791,0.063
56212,54.2,20.44,60000,10444,11352,16260,936.861,7731.67,10733.49,46428.75,11527.898,2808.824
46464,24.51,53.47,1331,400,12961,19390,938.732,1.9,1.97,13.06,2.037,0.046
38199,26.41,50.14,1073,505,12848,19459,938.878,2.31,2.4,15.9,2.479,0.056
23189,-21.975,47.71,1348,400,12975,19391,938.689,1.78,1.85,12.27,1.913,0.043
44269,26.85,48.19,1155,400,12927,19440,938.715,1.42,1.47,9.76,1.522,0.034
295,23.627,51.38,6,400,12666,19729,939.799,0.12,0.18,0.66,0.192,0.057
9485,-4.875,63.24,659,696,12786,19598,939.17,2.4,2.5,16.54,2.58,0.058
53428,26.05,47.23,146,403,12788,20575,937.322,1.77,1.83,12.15,1.895,0.043
6145,-8.203,48.97,154,400,13176,20111,939.656,1.29,1.34,8.88,1.385,0.031
36376,24.69,51.19,1094,639,12797,19456,939.128,2.38,2.47,16.35,2.55,0.058
36811,24.28,53.42,1078,605,12810,19458,939.079,2.13,2.21,14.63,2.281,0.052
2549,16.992,47.55,57,400,13201,20116,939.623,0.61,0.64,4.23,0.659,0.015
44782,24.59,53.32,1258,409,12919,19415,938.731,1.76,1.83,12.14,1.893,0.043
55254,34.89,50.0,3841,400,13237,19715,936.951,0.73,0.76,5.01,0.782,0.018
22240,-16.122,52.49,1404,408,12956,19377,938.703,1.95,2.03,13.44,2.096,0.047
39966,25.55,47.83,1136,467,12852,19441,938.823,1.84,1.91,12.65,1.973,0.045
5907,-8.813,49.26,72,400,13225,20188,939.65,1.86,1.93,12.77,1.991,0.045
12522,20.059,52.05,1086,572,12828,19463,938.974,1.62,1.69,11.17,1.742,0.039
20999,3.033,53.88,1364,415,12950,19386,938.713,2.16,2.24,14.83,2.313,0.052
3914,0.489,48.09,156,400,13212,20058,939.659,2.3,2.39,15.83,2.469,0.056
24337,-6.154,51.4,1270,400,12995,19408,938.804,2.06,2.14,14.16,2.208,0.05
51348,28.94,42.71,81,429,12843,20707,937.582,2.21,2.29,15.2,2.371,0.054
37401,24.58,52.64,1115,570,12831,19466,939.002,2.21,2.3,15.23,2.375,0.054
21298,-1.931,53.94,1300,400,12950,19406,938.689,1.99,2.07,13.72,2.14,0.048
47005,24.48,53.73,1366,402,12952,19373,938.725,1.99,2.07,13.69,2.136,0.048
20355,12.668,48.23,1226,400,12952,19425,938.751,2.05,2.13,14.13,2.204,0.05
40033,24.95,51.58,1111,446,12866,19447,938.809,1.81,1.88,12.42,1.937,0.044
57448,18.144,46.73,63,400,12831,20708,937.484,1.94,2.01,13.33,2.078,0.047
21948,-12.244,53.46,1389,406,12958,19384,938.741,1.89,1.96,13.01,2.028,0.046
8405,-4.644,51.3,344,400,13089,19916,939.384,0.34,0.36,2.36,0.368,0.008
2569,16.764,49.61,87,400,13177,20081,939.628,0.79,0.82,5.46,0.852,0.019
44904,24.57,53.51,1222,410,12924,19424,938.747,1.39,1.44,9.55,1.489,0.034
2710,15.123,52.88,97,400,13192,20078,939.665,1.06,1.1,7.29,1.137,0.026
43696,24.79,52.51,1291,418,12910,19416,938.702,1.9,1.97,13.04,2.034,0.046
19430,20.132,53.48,1172,400,12930,19436,938.656,1.59,1.66,10.97,1.71,0.039
53891,28.84,42.12,149,411,12782,20575,937.352,1.96,2.04,13.51,2.106,0.048
27006,19.09,49.53,54,400,13133,20002,939.621,0.71,0.74,4.87,0.76,0.017
46974,26.9,48.02,1339,400,12968,19399,938.72,2.04,2.11,14.01,2.184,0.049
27758,18.2,52.31,109,400,13181,20062,939.619,1.0,1.04,6.86,1.07,0.024
10102,-2.24,54.25,829,701,12777,19520,939.132,2.44,2.54,16.81,2.621,0.059
47694,26.88,48.07,1344,400,12969,19394,938.734,1.9,1.97,13.05,2.036,0.046
19730,18.715,53.54,1233,420,12920,19420,938.707,1.83,1.9,12.6,1.964,0.044
23591,-19.929,49.06,1343,400,12981,19395,938.723,1.71,1.78,11.77,1.835,0.041
15673,12.017,48.12,1197,415,12865,19438,938.791,2.02,2.1,13.93,2.173,0.049
61032,18.445,50.5,6316,400,13094,19557,936.878,0.3,0.32,2.1,0.327,0.007
48266,24.44,53.84,1387,401,12971,19379,938.711,1.98,2.06,13.66,2.13,0.048
24708,6.521,53.71,1327,413,12987,19395,938.805,1.77,1.84,12.22,1.905,0.043
42252,24.99,51.57,1145,413,12892,19447,938.795,1.68,1.75,11.57,1.805,0.041
30646,21.82,50.16,48,400,13247,20207,939.714,3.05,3.16,20.96,3.268,0.074
19247,20.591,53.22,1249,413,12917,19417,938.726,1.47,1.53,10.14,1.581,0.036
56601,53.74,12.8,2969,400,13530,19920,936.686,0.79,0.82,5.44,0.848,0.019
16053,12.126,48.68,1212,437,12867,19416,938.791,1.59,1.65,10.93,1.704,0.038
9008,-5.23,51.2,351,400,13061,19907,939.265,0.51,0.53,3.5,0.545,0.012
48237,26.92,47.91,1398,416,12971,19385,938.705,1.63,1.69,11.21,1.749,0.039
4878,-7.77,49.1,21,400,13256,20191,939.691,2.32,2.41,15.99,2.494,0.056
54012,28.87,42.09,171,419,12772,20546,937.405,1.73,1.79,11.89,1.854,0.042
53035,28.45,42.41,131,402,12782,20583,937.391,1.98,2.05,13.6,2.121,0.048
13927,18.072,49.24,1105,484,12857,19452,938.912,1.96,2.04,13.5,2.105,0.048
15255,12.522,47.77,1092,438,12876,19460,938.82,1.83,1.9,12.58,1.962,0.044
33190,18.4,56.34,329,400,13103,19938,939.382,0.25,0.26,1.75,0.273,0.006
12273,18.777,48.49,1074,593,12810,19450,939.037,1.97,2.05,13.58,2.118,0.048
46866,25.45,48.28,1390,430,12948,19374,938.743,2.17,2.25,14.92,2.326,0.053
12369,19.342,48.59,1017,561,12831,19476,938.977,1.97,2.04,13.53,2.111,0.048
29940,22.35,48.42,28,400,13246,20179,939.699,2.2,2.29,15.16,2.364,0.053
50168,24.78,34.76,0,848,13273,20013,931.117,660.73,687.29,4545.55,710.105,16.799
59176,-3.091,47.66,138,400,12790,20580,937.346,1.66,1.73,11.43,1.783,0.04
9313,-5.132,66.22,610,561,12861,19651,939.213,2.3,2.39,15.86,2.474,0.056
56787,46.58,15.91,692,400,13729,20507,936.691,0.58,0.6,3.96,0.618,0.014
33552,20.83,50.84,331,400,13092,19927,939.348,0.42,0.44,2.89,0.451,0.01
33406,18.68,55.01,339,400,13100,19937,939.369,0.35,0.36,2.39,0.373,0.008
20436,11.598,50.6,1230,400,12966,19424,938.763,2.29,2.38,15.74,2.455,0.055
45342,26.51,49.37,1163,400,12959,19439,938.757,1.94,2.01,13.32,2.077,0.047
37283,24.52,52.81,1015,572,12822,19476,939.037,1.48,1.54,10.21,1.592,0.036
39614,24.89,51.79,1201,483,12854,19436,938.871,1.8,1.87,12.36,1.928,0.044
23672,-19.102,48.38,1421,420,12965,19368,938.713,1.69,1.75,11.61,1.81,0.041
17699,16.993,53.85,1115,401,12903,19445,938.725,1.57,1.63,10.8,1.684,0.038
30113,22.18,48.86,40,400,13240,20183,939.683,1.61,1.68,11.11,1.732,0.039
25495,11.67,55.86,11,400,12776,19774,939.826,0.27,0.28,1.84,0.287,0.006
39633,24.47,53.42,1134,472,12860,19441,938.866,2.14,2.22,14.71,2.294,0.052
5438,-9.262,52.72,29,400,13247,20219,939.708,2.79,2.9,19.19,2.992,0.068
46461,24.58,53.23,1335,401,12954,19390,938.732,1.72,1.78,11.82,1.843,0.042
57582,11.239,40.98,77,442,12784,20674,937.523,2.5,2.6,17.2,2.682,0.061
45632,24.41,52.56,963,400,13013,19491,938.724,2.7,2.8,18.56,2.895,0.065
13972,17.858,53.05,1141,504,12842,19446,938.932,1.88,1.95,12.95,2.019,0.046
61950,-13.511,21.08,60000,13931,11184,16070,936.86,10133.22,15290.17,57777.93,16570.934,4868.18
36057,25.99,50.15,986,630,12805,19483,939.092,2.16,2.24,14.87,2.319,0.052
20286,13.536,50.7,1235,400,12940,19423,938.721,1.79,1.86,12.35,1.926,0.044
3584,4.351,56.57,341,400,13106,19877,939.7,1.2,1.25,8.27,1.289,0.029
29673,19.82,53.99,67,400,13244,20155,939.687,2.08,2.17,14.34,2.237,0.051
10577,1.808,55.39,952,675,12787,19493,939.093,2.36,2.45,16.25,2.534,0.057
8140,-4.32,56.54,306,400,13110,19949,939.379,0.17,0.17,1.14,0.178,0.004
10029,-2.717,57.3,848,719,12768,19518,939.149,2.06,2.14,14.2,2.214,0.05
33543,20.5,52.64,327,400,13093,19936,939.344,0.29,0.3,1.96,0.306,0.007
55023,27.12,40.46,158,400,13213,20993,937.05,1.88,1.95,12.95,2.019,0.046
12399,19.501,51.4,1136,577,12826,19447,938.986,2.01,2.09,13.86,2.161,0.049
41118,24.71,52.8,1176,413,12877,19439,938.769,1.77,1.84,12.21,1.905,0.043
45568,24.47,52.8,1078,400,12990,19456,938.73,2.17,2.26,14.94,2.33,0.053
38651,25.05,50.84,1063,506,12840,19454,938.874,2.01,2.09,13.85,2.16,0.049
314,23.813,51.3,33,400,12649,19701,939.786,0.06,0.09,0.35,0.096,0.026
49121,26.4,49.15,1153,400,13033,19445,938.757,2.19,2.28,15.09,2.353,0.053
2730,14.885,46.5,89,400,13191,20087,939.634,0.95,0.98,6.52,1.016,0.023
55729,56.73,19.24,42724,810,12602,18589,936.883,0.97,1.0,6.64,1.036,0.023
24468,-2.164,53.68,1327,410,12992,19398,938.788,2.21,2.29,15.18,2.367,0.053
13592,19.511,47.55,1182,538,12828,19431,938.868,1.8,1.87,12.36,1.927,0.044
47469,25.06,50.63,1406,420,12957,19370,938.763,2.13,2.22,14.69,2.291,0.052
9789,-3.954,58.56,707,833,12709,19556,939.121,2.51,2.61,17.26,2.692,0.061
8690,-4.996,55.89,357,400,13080,19904,939.3,0.16,0.16,1.09,0.17,0.004
2965,12.031,45.56,149,400,13150,20012,939.619,0.9,0.93,6.17,0.962,0.022
27642,18.02,53.15,75,400,13196,20102,939.647,1.14,1.18,7.85,1.224,0.028
23444,-21.061,53.23,1402,418,12972,19383,938.704,1.8,1.87,12.38,1.931,0.044
3173,9.443,50.79,204,400,13137,19969,939.629,1.42,1.48,9.79,1.527,0.034
11299,9.657,49.01,967,616,12807,19483,939.068,2.05,2.13,14.1,2.199,0.05
44469,25.14,50.44,1231,404,12922,19424,938.689,1.7,1.77,11.7,1.824,0.041
19269,20.551,49.14,1159,400,12933,19442,938.693,1.4,1.45,9.61,1.499,0.034
40587,24.55,53.34,1166,419,12869,19441,938.813,1.96,2.04,13.51,2.107,0.048
9398,-5.026,58.09,621,544,12874,19632,939.193,2.67,2.78,18.39,2.867,0.065
35601,26.1,48.62,902,657,12794,19508,939.076,2.17,2.25,14.91,2.326,0.053
43574,24.87,52.2,1220,401,12912,19421,938.718,1.76,1.82,12.08,1.884,0.043
59361,3.805,48.64,172,451,12763,20551,937.328,2.0,2.08,13.75,2.144,0.048
